Trans,URL,Total_Ttl,Jbs_Fld,Trans_ID,Copyright,Pub_Worked,Total_Pub,Trans_loc,Trans_loc_lat,Trans_loc_lng,Trans_BD,Trans_DD,Age,Bio
Hüseyin Rıfat (Işıl),https://teis.yesevi.edu.tr/madde-detay/huseyin-rifat-isil,2,Medya -  Yayıncılık,Şair -  Gazeteci,True,"Evkaf, Abajoli",2,İstanbul,41.01384,28.94966,1878,1954,76,"Soyadı IŞIL'dır. Önce ""Topuz"" soyadını aldı, daha sonra bu soyadını başkaları da kullandığı için ""Işıl"" soyadını kullanmaya başladı. Eserlerinde ""Hüseyin Rıfat Topuz"" ve ""Rifat"" imzalarıyla ""Mazlum"" mahlasını da kullandı. 1878 yılında İzmir'de doğdu. Babası İzmirli avukat Hafız Rifat Efendi, büyükbabası Kadıoğullarından Hacı İbrahim Efendi, annesi İzmir'in tüccarlarından Hacı Süleyman Efendi’nin kızı Zehra Hanım’dır. İzmir’de Namazgah İptidai Mektebinde, İzmir Rüşdi ve İdadi mekteplerinde okudu. Ticaret hayatına atıldıysa da başarılı olamadı.Hizmetgazetesinde çalışmaya başladı, bir süre bu gazetede çalıştıktan sonra İstanbul'a gitti ve Eczacılık Fakültesine girdi. Diploma alacağı sene öğrenimini yarıda bırakarak Yunanistan'a kaçtı (1902); Rumca bilen Hüseyin Rıfat burada iki yıl kaldı. İstanbul'a dönüşünde tutuklandı ve yedi ay tutuklu kaldı. Ailesinin araya girmesiyle serbest bırakıldı ve diploması verildi. İzmir'e giderek ""Şifa"" adlı bir eczane açtı, kısa bir süre bu eczaneyi işlettti, fakat bu işe de alışamadığından kısa sürede eczanesini kapatmak zorunda kaldı. Meşrutiyet'in ilanından önce İzmir taburlarına katılarak Manastır'a gitti. Daha sonra yeniden İzmir'e döndü. 1908'den sonra pek çok gazetede çalıştı. Seyr-i Sefain Meclisi azalığı yaptı, bu meclis kaldırılınca Maarif Matbaası'nda memur oldu (İnal, 1969: 1465-1467). 24 Şubat 1954 tarihinde öldü."
Hüseyin Özbay,https://teis.yesevi.edu.tr/madde-detay/huseyin-ozbay,1,Eğitim Ve Bilim -  Yayıncılık,Akademisyen -  Yazar,True,Kültür ve Turizm Bakanlığı,1,Samsun,41.27976,36.3361,1951,,73,"Samsun'un Terme ilçesinde doğdu. Terme Yahya Kemal İlkokulu (1962), Terme Ortaokulu (1965), Perşembe Öğretmen Okulu (iki yıl süreyle) ve İstanbul Yüksek Öğretmen Okulu Hazırlık Lisesi (bir yıl süreyle) gibi okullarda eğitim gördü. Çapa Yüksek Öğretmen Okulu ve İstanbul Üniversitesi Edebiyat Fakültesi Türkoloji Bölümünde (1972) yüksek tahsilini tamamladı. Bir müddet Elazığ ve Terme'de edebiyat öğretmeni olarak çalıştı. 1978'de Gazi Eğitim Enstitüsüne atandı.1982'de Gazi Üniversitesinin kurulmasıyla lisansüstü öğrenimine başladı. 1985'te ""Özbek Şivesi Kunduz Ağzı"" adlı teziyle yüksek lisansını, 1992'de ""Abdülhamid Süleymanoğlu Çolpan'ın Şiirleri (metin-aktarma-inceleme)"" adlı teziyle de doktorasını tamamlayarak ""doktor"" unvanını aldı. Daha sonra Gazi Eğitim Fakültesi Türk Dili ve Edebiyatı Öğretmenliği Bölümüne öğretim üyesi olarak tayin edildi. 1996-1999 yılları arasında Makedonya Üsküp Metody ve Kril Üniversitesi Türkoloji Bölümünde, 2004-2007 yılları arasında Kırgızistan-Türkiye Manas Üniversitesinde, Hitit Üniversitesi, Abant İzzet Baysal Üniversitesi ve TOBB Üniversitesinde misafir öğretim üyesi olarak görev yaptı. ""Avrasya yazarlar Birliği Yönetim kurulu üyesi olan Hüseyin Özbay, aynı zamanda AYB'in yayımladığıKara Kalemlerdergisinin yazı kurulunda bulundu. Avrasya Yazarlar Birliği'nde 'Dil ve Edebiyat Atölyesi'ni yürüttü. Ankara'da Kurgan Edebiyat Yayınları adına çıkanKurgan Edebiyatdergisinin Genel Yayın yönetmenliğini yapan H. Özbay Ankara Radyo 1'de ""Dünden Bugüne"" adıyla yayınlana bir program yazdı. Haber Açısı isimli internet sitesinde 'Mor Dünya' adlı köşesinde haftalık yazılar yazdı."" (Sezgin 2012: 113-114.). Özbay, Abdülhamid Süleymanoğlu Çolpan'ın şiirleri üzerine yaptığı incelemeler sayesinde 1994 Özbekistan Yazarlar Birliği Uluslararası Çolpan Ödülü'ne layık görüldü. 2018'de Gazi Üniversitesindeki görevinden emekliye ayrıldı. Evli ve iki çocuk babası olan Özbay, halen Ankara'da yaşamakta ve yazı çalışmalarını sürdürmektedir."
K.- Tarık Dursun,https://teis.yesevi.edu.tr/madde-detay/tarik-dursun,16,Performans Sanatları -  Yayıncılık,Şair -  Romancı -  Hikayeci -  Çevirmen -  Yönetmen,True,"Seçilmiş Hikayeler Dergisi, Varlık, Çınar, Bilgi, Cem, Altın Kitaplar, Mete, Koza, Onur",9,İzmir,38.41273,27.13838,1931,2015,84,"Tarık Dursun Kakınç, maliye memuru Mehmet Halit Bey ile ev hanımı Neriman Ayşe Hanımın ikinci erkek çocuğu olarak İzmir Karşıyaka Bostanlı Mahallesinde dünyaya geldi. Asıl adı Dursun Tarık olan yazar, eserlerinde adlandırmayı yer değiştirerek Tarık Dursun şeklinde kullandı. Öğrenim hayatına İzmir Dumlupınar İlkokulu’nda başlayan Tarık Dursun, ilkokul dördüncü sınıftayken babasının evi terk etmesi ve annesinin İzmir Yeniasır Klişehanesinde çalışan Muzaffer Gögen ile evlenmesi ve aynı yıl Muzaffer Gögen’in Ankara Ulusal Matbaasın’da çalışmaya başlaması nedeniyle öğrenimini Ankara Necati Bey İlkokulu’nda tamamladı."
Kamuran Şipal,https://teis.yesevi.edu.tr/madde-detay/kamuran-sipal,4,Yayıncılık,Yazar -  Çevirmen,True,"Ataç, Cem, Say",3,Adana,36.98615,35.32531,1926,2019,93,"Adana’da doğdu. İlk ve ortaokulu Adana’da okudu. 1946'da İstanbul Pertevniyal Lisesi'nden, 1955’te ise İstanbul Üniversitesi Edebiyat Fakültesi Alman Dili ve Edebiyatı Bölümü'nden mezun oldu. Bitirdiği bölümde iki yıl asistanlık yaptıktan sonra Almanya’ya gitti ve orada iki yıl akademik araştırmalar yaptı. 1960 yılında dönüş yaptıktan sonra başladığı İstanbul Üniversitesi Yabancı Diller Yüksekokulu’ndaki Almanca okutmanlığını emekli oluncaya kadar sürdürdü. Yazar, 19 Eylül 2019’da, 93 yaşında iken çoklu organ yetmezliğine bağlı olarak hayatını kaybetti ve Adana’da toprağa verildi. Kamuran Şipal, bir öyküsüyle 1953 Türk Dil Kurumu Hikaye Ödülü;Elbiseciler Çarşısıile 1965 Sait Faik Hikaye Armağanı (M. Özay ile paylaştı);Köpek İstasyonuile 1988 TYB Hikaye Ödülü’nü kazandı."
Karin Karakaşlı,https://teis.yesevi.edu.tr/madde-detay/karin-karakasli,2,Yayıncılık,Yazar -  Çevirmen -  Editör -  Köşe Yazarı,True,Telos,1,İstanbul,41.01384,28.94966,1972,,52,"İstanbul’da doğdu. St. George Avusturya Lisesinde okudu. Boğaziçi Üniversitesi Yabancı Diller Yüksek Okulu Mütercim-Tercümanlık Bölümünden mezun olduktan sonra Yeditepe Üniversitesi Karşılaştırmalı Edebiyat Bölümü'nde Yüksek Lisans eğitimini tamamladı. Aynı üniversitede ders verdi. Tercüme Konseyinde simültane çevirmenlik yaptı. İlk öyküsüSis’in Ötesi, 1996’da Adam Öykü’de yayımlandı.Agos, Varlık ve Üçüncü Öykülerdergilerinde öyküler yazdı. 1994 yılında Gençlik Kitabevi Öykü Yarışması’nda üçüncülük, 1995’te Gençlik Kitabevi Öykü Yarışması’nda birincilik, 1997’deAy Denizle Buluşuncaromanı ile Bu Yayınevi Çocuk Edebiyatı Roman Yarışması’nda mansiyon ve 1998’de Yaşar Nabi Nayır Gençlik Ödülü kazandı. Anita Brookner'ınÖzel Bir Görüş(1997) ve Péter Esterházy'ninHrabal'in Kitabı(1998) adlı romanlarını dilimize aktardı. Yazarın öykü ve makaleleri Sel Yayınları tarafından hazırlananKadın Öykülerinde İstanbul, Kadın Öykülerinde AvrupaveKadın Öykülerinde Doğukitapları başta olmak üzere çeşitli antolojilerde yer aldı. 1996-2008 arasında Agos’ta yayımlanan yazılarını 2009 yılındaCumba’da bir araya getirdi. Türkçe-Ermenice yayımlanan haftalık Agos gazetesinde editör, köşe yazarı ve yazı işleri müdürü olarak görev aldı. Halen İstanbul’da yaşayan yazar, aynı zamanda Özel Getronagan Ermeni Lises'nde Ermenice öğretmeni ve Yeditepe Üniversitesi Çeviribilim Bölümünde öğretim görevlisi olarak çalışmaktadır."
Kasım Tınıstanov,https://teis.yesevi.edu.tr/madde-detay/kasim-tinistanov,1,Kamu Ve Hukuk -  Eğitim Ve Bilim -  Yayıncılık,Kırgız Bilim Adamı -  Yazar -  Şair -  Devlet Adamı.,False,Serp i Molot,1,"Balıkçı, Kırgızistan",42.46017,76.18709,1901,1938,37,"Issık-Köl'e bağlı Balıkçı'daki Çırpıktı köyünde dünyaya gelmiştir. Okuma yazmayı babasından öğrenmiş, 1909-1912 yılları arasında Çırpıktı'daki mahalle mektebinde, 1913-1914 yılları arasında yine Issık-Köl'de Sazanova nahiyesindeki Özbek okulunda ve 1914-1916 yılları arasında ise Perjevalski nahiyesindeki Rus okulunda eğitim almıştır. 1916 yılında meydana gelen Ürkün hadisesinde Çin'e göç etmek zorunda kalan Tınıstanov 1919 yılında Taşkent'teki Kazak-Kırgız El Agartuu Enstitüsünün hazırlık bölümünde okumuş yüksek eğitimini ise 1920-24 yılları arasında aynı enstitüde tamamlamıştır. Enstitüde öğrenciyken 1923-24 yılları arasında bazı Kazakça süreli basın yayın organlarında (Ak Jolgazetesi,Cas KayratveSanadergileri) ve Türkistan Özerk Sovyet Sosyalist Cumhuriyetinin eğitim komiserliği bünyesindeki Kazak-Kırgız bilim komisyonunda aylıklı olarak çalışmaya başlayan Tınıstanov, 1925-26 yılları arasında Kırgız Özerk Cumhuriyeti Akademi Merkezi yöneticiliği ve 1927-30 yılları arasında Kırgız Özerk Cumhuriyeti Milli Eğitim bakanlığı görevlerinde bulunmuştur. 1928-31 yılları arasındaCañı Madaniyat Colundadergisinin yazı işleri sorumlusu, 1930-37 yılları arasında Kırgız Medeniyet Kuruluşu Enstitüsünde araştırmacı bilim adamı, aynı yıllar arasında Kırgız Pedagoji Enstitüsünde ise 1932'den itibaren doçent, 1936 yılından itibaren ise profesör olarak çalışmıştır (Rıspaev vd, 1989: 556; Aamatov vd, 2008: 632)."
Kemal Abdulla,https://teis.yesevi.edu.tr/madde-detay/kemal-abdulla,1,Medya -  Eğitim Ve Bilim -  Yayıncılık,Yazar -  Şair -  Filolog-Bilgin -  Türkolog -  Eleştirmen -  Çevirmen -  Gazeteci,True,Mütercim,1,"Bakü, Azerbaycan",40.37767,49.89201,1950,,74,"Abdullayev Kamal Mehdi oğlu, 4 Aralık 1950 yılında Bakü’de aydın bir ailede dünyaya gelmiştir. Babası öğretmen, annesi doktordur. Kamal Abdulla, 1968-1973 yıllarında Azerbaycan Devlet Üniversitesi’nin Filoloji Fakültesi’nde lisans eğitimi almıştır. Lisan eğitiminin ardından 1973-1976 yıllarında SSCB Bilimler Akademisi’nin Dilbilim Enstitüsünün “Türk dilleri” bölümünde yüksek lisans yapmıştır. 1977 yılının Ocak ayında Moskova’da “Sintaktik paralelizm” (“Kitabi-Dede Qorqud” destanlarının dili üzerine) doktora tezini savunmuştur. Ünlü bilim adamı, yazar, Filoloji Bilimleri Doktoru, Profesör, Emektar Bilim Adamı, Azerbaycan Ulusal Bilimler Akademisi’nin gerçek üyesi, Azerbaycan Diller Üniversitesi’nin rektörü, Azerbaycan Yaratıcı Vakfı yönetim kurulu başkanı, Türk Dil Kurumu’nun onursal üyesi olan Kamal Abdulla, birçok resmi ve idari görevler almıştır. Kamal Abdulla, 235 makale, 20’yi aşkın ders kitabı ve monografi yazarıdır. Ayıca yurt dışında 40 makalesi yayınlanmıştır."
Kemal Beyatlı,https://teis.yesevi.edu.tr/madde-detay/kemal-beyatli,1,Performans Sanatları -  Yayıncılık,Şair -  Romancı -  Hikayeci -  Tiyatro Yazarı,True,Türkmen Kardeşlik Ocağı,1,"Kerkük, Irak",35.46806,44.39222,1958,,66,"Kerkük’ün Sarıkahya mahallesinde doğdu. Kerkük’te ilkokul, ortaokul ve liseyi bitirdikten sonra Bağdat Üniversitesi, Makine Bölümü’nde 1981’de mezun oldu. Irak – İran savaşı sırasında askerliğini sekiz yıl cephede yaptı. Bu sırada savaşa karşı çıkması nedeniyle hüküm giydi ve bir yıl (1988) askeri cezaevinde tutuklandı. Yaklaşık bir yıl da taraftarı olmadığı Irak-Kuveyt savaşına katıldı. 1991’de Saddam zulmünden kaçarak Türkiye’ye iltica eden aydınlardan oldu. Türkiye’de Irak Türkmenleriyle ilgili siyasi ve sivil çalışmalara katıldı. 2002 – 2008’de Irak Türkleri Kültür ve Yardımlaşma Derneği Genel Başkanlığını yürüttü, Mart 2009'da Irak Türkmen Basın Konseyi’nin Genel Sekreterliği’ne seçildi, Nisan 2011’de ikinci kez Irak Türkmen Basın Konseyi’nin Genel Sekreterliği’ne seçilen Beyatlı, hala bu görevine devam etmektedir. Mayıs 2011’de Türkmen Basın Konseyi Derneği başkanlığına seçilen yazar, 2011’den beri Türkiye’de bulunan Irak Türkmen derneklerinin ortak kurduğu Türkmeneli Dernekler Federasyonu (TÜFED)’nun başkanlığını yürütmektedir."
Kemal Bilbaşar,https://teis.yesevi.edu.tr/madde-detay/bilbasar-kemal,3,Eğitim Ve Bilim -  Yayıncılık,Yazar -  Öğretmen,True,"Sümer, Tekin",2,Çanakkale,40.15552,26.41271,1910,1983,73,"Çanakkale’de doğdu. Babası Kafkasya göçmenlerinden polis başkomiseri Hüsnü Naim Efendi, annesi Bulgaristan göçmenlerinden Nuriye Hanım'dır. Sofya Üniversitesi’nden mezun olan Naim Efendi, bir süre Çanakkale’de görev yaptıktan sonra tayininin çıkmasıyla polis başkomiseri olarak Selanik’e gitti. Burada bir süre çalışan Naim Efendi'nin vefatı üzerine aile onun önceki görev yeri olan Çanakkale’ye göç etti. I. Dünya Savaşı yıllarında Çanakkale cephesinin de bombardımana tutulması üzerine aile, 1915'te buradan da ayrılmak zorunda kaldı. İki çocuğuyla yalnız kalan Nuriye Hanım, büyük oğlu Burhan’ı Darüşşafaka’ya verip küçük oğlu Kemal’i yanına alarak Eskişehir’e döndü. Nuriye Hanım, 1918'de, Eskişehir’de iskan müdürü olarak çalışan Avni Bey'le evlendi. Avni Bey'in de Nuriye Hanım gibi ilk evliliğinden -Sabire ve Tevfik adlarında- iki çocuğu vardı. Annesinin bu ikinci evliliğinden Bilbaşar’ın Cemal, Emel ve Neriman adlarında üç kardeşi daha dünyaya geldi. II. İnönü Savaşı’nda Yunanlıların Eskişehir’e yaklaşmasıyla aile, 1921'de buradan da ayrılmak zorunda kaldı. Ankara’ya göç eden aile, bu sefer de Sakarya Savaşı’nın başlamasıyla aynı yılın eylül ayında Ankara’dan ayrılarak Kayseri’ye gitti. Kayseri’nin Bünyan ilçesine yerleşen aile 1922’de Dumlupınar zaferinin kazanılmasıyla tekrar Eskişehir’e döndü. Bu sırada Darüşşafaka’da okuyup öğretmen olan Kemal’in ağabeyi Burhan, ailesini öğretmenlik yaptığı Seyitgazi’ye götürdü. Burada da bir yıl kaldıktan sonra Burhan ve Avni Bey'in tayinlerinin Hadımköy’e çıkmasıyla aile Seyitgazi’den ayrıldı."
Kemal Burkay,https://teis.yesevi.edu.tr/madde-detay/burkay-kemal,3,Eğitim Ve Bilim -  Yayıncılık,Şair -  Öğretmen,True,Özgürlük Yolu,1,Tunceli,39.10611281863605,39.54833534411548,1937,,87,"Azime Hanım ile Eğitmen Rıza Burkay'ın oğlu olarak Tunceli'nin Mazgirt ilçesine bağlı Kızılkale köyünde doğdu. İlkokulu Dırban köyünde tamamladı. 1955'te Dicle Öğretmen Okulunu ve 1960'ta Ankara Üniversitesi Hukuk Fakültesini bitirdi. Van ve Ankara'da üç yıl ilkokul öğretmenliği yaptı. 1964-72 yılları arasında Tunceli ve Elazığ'da avukatlık yaptı. 1965'te siyasete girdi ve Türkiye İşçi Partisi'nde yöneticilik yaptı. 1971'deki askeri müdahaleden sonra bir yıl hapis yattı, sonraki iki yılı ise yurtdışında geçirmek zorunda kaldı. 1980'deki askeri darbeden sonra Stockholm'e yerleşti. 30 Temmuz 2011 tarihinde Türkiye'ye döndü. 4 Kasım 2012'de Hak ve Özgürlükler Partisi genel başkanlığına seçilmiştir."
Kemal Edip Kürkçüoğlu,https://teis.yesevi.edu.tr/madde-detay/kurkcuoglu-kemal-edip,5,Eğitim Ve Bilim -  Yayıncılık,Şair -  Yazar -  Eğitimci,True,"Vakıflar Umum Müdürlüğü, Milli Eğitim Bakanlığı, Türk Tarih Kurumu",3,Şanlıurfa,37.16708,38.79392,1902,1977,75,"Urfa’da doğan Kemal Edib Kürkçüoğlu’nun nüfus kaydında adı Mehmed Kemalüddin’dir. Kökeni, XVI. yüzyıl başlarında Yavuz Sultan Selim tarafından Urfa’nın Osmanlı topraklarına katılması sırasında buraya yerleşmiş ve Kanuni Sultan Süleyman zamanında Urfa Kale Ağalığına getirilmiş “Koca” lakabıyla tanınan bir aileye dayanmaktadır. Aile büyüklerinden Halil Koca kürk ticareti ile uğraşmaya başlayınca aile Kürkçü lakabı ile tanınmış, evlatları Kürkçüzade olarak anılmış ve Cumhuriyet döneminde soyadı kanunuyla “Kürkçüoğlu” soyadını almıştır (Kurtoğlu 2014: 19). Kemal Edib, ailesi soyadı alırken kendisinin haberdar edilmemesine kızdığı için (Kaçalin 2016: 19) ya da aile adının soyadı olarak kullanılması yasaklandığından bir müddet “Ünsel” soyadını kullanmışsa da 1950’den sonra o da Kürkçüoğlu soyadını almıştır (Uzun 2002: 571). Babası, Osmanlı Meclisi Urfa mebuslarından Ömer Edib Bey; annesi, Suyolcu Ali Paşa ahfadından ve İstanbul temyiz mahkemesi azasından Dardağanzade Eğinli Ahmet Nazif beyin kızı Sıddıka Hanım'dır. Mensup olduğu ailenin soyunun Suriye Türkmenlerine (Kaçalin 2016: 19) ve Abdülkadir-i Geylani (ö. 1165)'ye dayandığı kaydedilmiştir (Koçkuzu 2002: 10)."
Kemal Kandaş,https://teis.yesevi.edu.tr/madde-detay/kemal-kandas,3,Yayıncılık,Şair -  Roman Yazarı,True,"Yankı, Oda",2,Antalya,36.90812,30.69556,1925,,99,Antalya'da doğdu. Antalya Lisesi'ni bitirdi. İstanbul Üniversitesi Hukuk Fakültesi'nden mezun olduktan sonra avukatlık yaptı.
Kemal Özer,https://teis.yesevi.edu.tr/madde-detay/ozer-kemal,14,Medya -  Yayıncılık,Şair -  Yazar -  Yayıncı -  Deneme Yazarı -  Günlük Yazarı - Anı Yazarı -  Mektup Yazarı -  Röportaj Yazarı -  Çevirmen,True,"Habora, Yazko, De, Broy, Yordam, Artshop, Toroslu",7,İstanbul,41.01384,28.94966,1935,2009,74,"İstanbul’da doğmuştur. İlk adı Özer Özler olan şair, Kemal Özer imzasını kullanmayı tercih etmiş ve 1970’te mahkeme kararıyla ismini değiştirmiştir. Babası Devlet Demir Yolları’nda makinist Sivaslı Mehmet Bey, annesi Balkan göçmeni bir ailenin kızı olan Kevser Hanım’dır. İlköğrenimini 1942-1947 yılları arasında Çerkezköy ve Aksaray’da çeşitli okullarda tamamladıktan sonra 1950'de Kumkapı Ortaokulu’ndan, 1954'te İstanbul Erkek Lisesi’nden mezun olmuştur. Edebiyata olan ilgisi lise yıllarında edebiyat öğretmeni Salim Rıza Kırkpınar ve Adnan Özyalçıner, Konur Ertop gibi arkadaşlarının etkisiyle başlamıştır."
Kemalettin Şükrü Orbay,https://teis.yesevi.edu.tr/madde-detay/orbay-kemalettin-sukru,6,Medya -  Yayıncılık,Romancı -  Gazeteci.,False,"Müşterekü'l-Menfaa Osmanlı, Minber, Kanaat Kütüphanesi",3,İstanbul,41.01384,28.94966,1878,1940,62,"İstanbul’da doğmuştur. Mekteb-i Hukuk’tan mezun olduktan sonra Paris’te Sorbonne’da doktorasını vermiştir. Bir süre kaymakamlık yapmış, daha sonra gazeteciliğe yönelmiştir. 27 Nisan 1940’ta İstanbul’da vefat etmiştir."
Kenan Sarıalioğlu,https://teis.yesevi.edu.tr/madde-detay/sarialioglu-kenan,33,Eğitim Ve Bilim -  Yayıncılık,Şair -  Yazar -  Felsefeci -  Çevirmen -  Akademisyen,True,"İyi Şeyler, Opus, Gendaş, Adam, Dünya, Bordo Siyah, Kırmızı, Dharma, Ara-Lık, Apollon, Sözcükler, Islık, Türkiye İş Bankası, Omnia, Chiviyazıları, Kırmızı Kedi",16,Trabzon,41.005,39.72694,1946,,78,"Nuriye Hanım ile Kemal Sarıalioğlu’nun oğlu olarak Trabzon'da dünyaya gelir. İlk ve ortaokulu Of’ta (1961), liseyi Ankara’da (1966) okur. İÜEF Felsefe Bölümü’nü “Varoluş Felsefesi” konulu teziyle bitirir. (1978). Karadeniz Teknik Üniversitesi’nde öğretim görevlisi (1984-87), Trabzon Belediyesi’nde Kültür Müdürü (1990-97) olarak çalışır. 1998’den sonra Gümüşhane Belediyesi Kültür Müdürü olarak görev yapar ve daha sonra emekliye ayrılır. Edebiyatçılar Derneği yönetim kurulu üyesidir. Trabzon’da yaşar; evli ve üç çocuk babasıdır."
